Region,Season,Crop,Production (tons),Area (hectares),Yield Ratio
Sudurpashchim,Summer (Monsoon),Lentil,6349,742,4.54
Karnali,Spring,Wheat,6569,323,4.27
Sudurpashchim,Whole Year,Wheat,5249,444,3.86
Bagmati,Summer (Monsoon),Potato,7351,315,1.19
Karnali,Whole Year,Maize,9369,838,3.2
Lumbini,Spring,Mustard,132,479,1.17
Bagmati,Summer (Monsoon),Potato,4658,191,3.02
Karnali,Whole Year,Barley,7283,566,2.08
Gandaki,Spring,Potato,2356,744,2.59
Bagmati,Whole Year,Barley,9412,28,3.18
Lumbini,Summer (Monsoon),Potato,5602,466,2.69
Madhesh,Whole Year,Mustard,5263,184,0.61
Madhesh,Spring,Lentil,3062,30,4.77
Madhesh,Spring,Wheat,1199,456,1.43
Madhesh,Winter,Millet,764,798,1.36
Madhesh,Summer (Monsoon),Mustard,1862,750,1.88
Lumbini,Summer (Monsoon),Mustard,7635,102,2.7
Province 1,Summer (Monsoon),Millet,5660,173,1.34
Bagmati,Whole Year,Potato,5153,531,3.6
Bagmati,Whole Year,Lentil,1380,780,4.78
Karnali,Spring,Mustard,7571,821,2.26
Lumbini,Whole Year,Barley,9274,999,2.98
Karnali,Winter,Wheat,7393,370,0.82
Karnali,Summer (Monsoon),Potato,1917,418,1.91
Lumbini,Whole Year,Millet,4260,628,1.68
Karnali,Summer (Monsoon),Millet,682,429,4.35
Madhesh,Winter,Potato,5363,753,3.11
Karnali,Summer (Monsoon),Millet,1175,580,3.63
Province 1,Winter,Wheat,5093,313,0.76
Bagmati,Winter,Rice,5946,909,2.57
Lumbini,Spring,Barley,4163,460,2.81
Sudurpashchim,Summer (Monsoon),Potato,844,433,3.56
Sudurpashchim,Summer (Monsoon),Maize,2274,533,3.08
Sudurpashchim,Spring,Barley,1004,909,0.59
Province 1,Summer (Monsoon),Barley,2111,672,1.45
Madhesh,Spring,Mustard,2778,865,4.91
Sudurpashchim,Winter,Millet,3441,574,1.84
Gandaki,Winter,Potato,4660,218,3.85
Bagmati,Spring,Mustard,9436,832,4.83
Province 1,Spring,Maize,1761,312,3.17
Gandaki,Summer (Monsoon),Barley,5984,926,2.4
Madhesh,Winter,Maize,1623,53,1.71
Gandaki,Whole Year,Maize,4472,41,1.33
Sudurpashchim,Summer (Monsoon),Mustard,741,724,4.55
Bagmati,Summer (Monsoon),Maize,1825,992,1.93
Gandaki,Summer (Monsoon),Barley,5985,232,2.71
Province 1,Whole Year,Mustard,9378,647,0.99
Gandaki,Summer (Monsoon),Maize,1799,810,1.69
Gandaki,Winter,Millet,935,614,4.9
Sudurpashchim,Whole Year,Lentil,1409,864,1.72
Gandaki,Whole Year,Rice,2050,465,1.15
Bagmati,Winter,Maize,5914,230,4.02
Lumbini,Spring,Rice,6293,733,3.8
Madhesh,Winter,Barley,9333,229,3.2
Karnali,Summer (Monsoon),Mustard,8802,108,2.4
Gandaki,Summer (Monsoon),Barley,3832,723,1.57
Lumbini,Winter,Potato,9072,338,0.81
Madhesh,Spring,Rice,854,777,3.97
Karnali,Whole Year,Maize,2553,197,4.47
Gandaki,Summer (Monsoon),Potato,8657,472,2.77
Karnali,Whole Year,Potato,1118,618,4.83
Karnali,Spring,Millet,802,913,2.64
Lumbini,Spring,Millet,9000,68,3.92
Bagmati,Summer (Monsoon),Wheat,6580,514,3.61
Madhesh,Winter,Mustard,4721,323,3.07
Madhesh,Whole Year,Rice,288,948,3.46
Karnali,Winter,Rice,7694,51,4.36
Lumbini,Summer (Monsoon),Maize,4306,87,3.87
Karnali,Summer (Monsoon),Potato,8668,10,3.92
Lumbini,Whole Year,Wheat,5827,22,1.63
Lumbini,Spring,Potato,9492,45,4.19
Sudurpashchim,Spring,Potato,8523,937,3.79
Lumbini,Summer (Monsoon),Rice,8864,602,4.36
Gandaki,Spring,Lentil,5154,986,2.23
Bagmati,Spring,Barley,521,640,4.6
Karnali,Summer (Monsoon),Wheat,6385,792,1.64
Sudurpashchim,Whole Year,Wheat,4236,323,1.58
Gandaki,Winter,Mustard,1123,768,2.72
Bagmati,Winter,Mustard,5347,947,3.54
Karnali,Spring,Mustard,8750,817,2.39
Karnali,Spring,Maize,329,373,1.62
Lumbini,Winter,Wheat,6087,371,2.13
Sudurpashchim,Whole Year,Rice,2525,759,0.56
Province 1,Whole Year,Barley,3587,600,1.17
Karnali,Summer (Monsoon),Lentil,183,467,0.82
Madhesh,Spring,Mustard,148,196,3.11
Sudurpashchim,Whole Year,Lentil,7094,257,3.14
Sudurpashchim,Spring,Barley,9080,797,1.5
Province 1,Whole Year,Mustard,6076,945,2.96
Lumbini,Summer (Monsoon),Millet,3869,500,0.63
Karnali,Winter,Potato,8643,399,3.33
Bagmati,Winter,Lentil,355,505,4.95
Province 1,Summer (Monsoon),Lentil,5045,514,0.86
Lumbini,Winter,Millet,5314,728,3.93
Province 1,Summer (Monsoon),Barley,1359,149,2.98
Province 1,Winter,Millet,4526,952,4.94
Bagmati,Summer (Monsoon),Barley,3427,127,4.14
Bagmati,Whole Year,Rice,9047,390,1.06
Karnali,Winter,Maize,3525,689,1.24
Sudurpashchim,Summer (Monsoon),Maize,8104,258,3.71
Sudurpashchim,Spring,Barley,9566,315,4.39
Sudurpashchim,Winter,Millet,695,672,4.71
Madhesh,Summer (Monsoon),Potato,5327,11,1.08
Province 1,Whole Year,Potato,113,792,0.96
Madhesh,Whole Year,Maize,372,113,1.44
Lumbini,Summer (Monsoon),Rice,8099,39,2.53
Lumbini,Spring,Barley,2126,4,4.08
Karnali,Whole Year,Rice,2402,926,2.48
Gandaki,Winter,Rice,2897,126,3.76
Gandaki,Summer (Monsoon),Lentil,7096,165,3.61
Sudurpashchim,Spring,Mustard,7846,387,4.5
Province 1,Summer (Monsoon),Barley,6567,28,1.17
Bagmati,Summer (Monsoon),Wheat,900,44,1.79
Lumbini,Winter,Potato,9001,773,1.57
Province 1,Spring,Maize,3487,7,2.21
Gandaki,Winter,Barley,4890,690,4.57
Sudurpashchim,Winter,Mustard,9845,86,3.84
Karnali,Summer (Monsoon),Millet,4830,677,1.11
Lumbini,Whole Year,Lentil,9292,288,2.41
Karnali,Summer (Monsoon),Potato,4800,529,4.47
Karnali,Summer (Monsoon),Millet,2289,639,1.87
Sudurpashchim,Winter,Mustard,6820,254,1.6
Madhesh,Whole Year,Rice,2227,371,3.52
Madhesh,Whole Year,Potato,5959,784,1.6
Sudurpashchim,Spring,Millet,6188,366,2.84
Gandaki,Summer (Monsoon),Millet,2010,554,3.88
Lumbini,Spring,Rice,4160,605,4.58
Madhesh,Whole Year,Wheat,4886,387,3.35
Province 1,Summer (Monsoon),Maize,1206,177,4.6
Sudurpashchim,Spring,Mustard,5775,540,1.35
Madhesh,Winter,Millet,221,267,2.13
Madhesh,Spring,Potato,763,985,3.58
Gandaki,Spring,Barley,2632,332,0.69
Lumbini,Whole Year,Millet,2951,826,3.97
Madhesh,Winter,Wheat,227,408,0.72
Lumbini,Spring,Lentil,7911,308,3.74
Sudurpashchim,Summer (Monsoon),Maize,9105,956,3.52
Sudurpashchim,Whole Year,Lentil,8192,627,3.22
Gandaki,Whole Year,Potato,4518,835,2.58
Gandaki,Winter,Millet,3576,392,2.29
Bagmati,Whole Year,Mustard,9114,843,1.49
Sudurpashchim,Winter,Rice,4288,893,5.0
Karnali,Summer (Monsoon),Millet,9827,104,1.89
Karnali,Spring,Mustard,5194,671,1.07
Madhesh,Spring,Lentil,9575,661,4.8
Karnali,Summer (Monsoon),Maize,9322,194,1.41
Sudurpashchim,Spring,Mustard,5139,713,1.22
Gandaki,Summer (Monsoon),Mustard,5609,39,4.41
Karnali,Whole Year,Potato,2232,809,2.14
Bagmati,Winter,Barley,1321,379,3.56
Sudurpashchim,Summer (Monsoon),Rice,4446,598,3.54
Bagmati,Winter,Millet,9672,189,3.59
Bagmati,Summer (Monsoon),Maize,8933,967,2.83
Bagmati,Winter,Millet,2894,253,4.22
Madhesh,Winter,Potato,8145,910,2.13
Province 1,Spring,Mustard,2609,591,4.81
Bagmati,Summer (Monsoon),Rice,8265,496,4.44
Bagmati,Summer (Monsoon),Lentil,601,430,0.82
Bagmati,Spring,Wheat,6627,451,4.95
Bagmati,Summer (Monsoon),Millet,6379,855,4.45
Province 1,Winter,Potato,7534,539,0.57
Lumbini,Spring,Maize,5354,375,0.93
Karnali,Spring,Barley,393,685,3.08
Bagmati,Spring,Barley,1409,153,1.2
Karnali,Winter,Mustard,5550,952,0.57
Lumbini,Summer (Monsoon),Mustard,2157,904,0.74
Madhesh,Winter,Rice,1638,93,1.76
Madhesh,Spring,Maize,950,265,4.57
Madhesh,Summer (Monsoon),Millet,4127,942,4.6
Province 1,Winter,Barley,6583,642,3.32
Madhesh,Winter,Rice,9018,66,0.94
Province 1,Winter,Mustard,4524,840,2.61
Madhesh,Whole Year,Maize,4008,598,1.95
Madhesh,Spring,Barley,2507,156,3.32
Lumbini,Whole Year,Maize,1760,311,1.5
Gandaki,Whole Year,Potato,5946,839,4.01
Karnali,Summer (Monsoon),Potato,3070,314,1.61
Bagmati,Summer (Monsoon),Wheat,8523,159,2.74
Province 1,Whole Year,Mustard,7836,189,0.69
Karnali,Summer (Monsoon),Lentil,9208,299,1.93
Bagmati,Spring,Rice,9322,693,2.74
Madhesh,Whole Year,Millet,6705,818,1.37
Sudurpashchim,Summer (Monsoon),Barley,2892,421,4.92
Karnali,Winter,Rice,6221,136,1.94
Province 1,Spring,Barley,3426,209,3.92
Madhesh,Spring,Mustard,7650,262,1.67
Gandaki,Whole Year,Lentil,8915,684,2.96
Province 1,Winter,Wheat,4391,131,0.7
Bagmati,Whole Year,Wheat,408,481,3.62
Province 1,Whole Year,Wheat,7961,670,1.82
Lumbini,Spring,Millet,9130,431,1.88
Madhesh,Spring,Maize,5432,459,0.98
Madhesh,Spring,Millet,9263,692,3.96
Bagmati,Summer (Monsoon),Wheat,1460,528,3.14
Bagmati,Whole Year,Maize,2484,926,0.66
Lumbini,Spring,Millet,7245,590,4.02
Sudurpashchim,Spring,Barley,1036,125,1.75
Madhesh,Spring,Barley,185,548,2.91
Gandaki,Summer (Monsoon),Lentil,9484,318,1.06
Sudurpashchim,Winter,Potato,2751,804,3.3
Lumbini,Winter,Millet,5104,529,3.27
Lumbini,Whole Year,Rice,4784,803,4.89
Madhesh,Summer (Monsoon),Lentil,8556,226,2.14
Karnali,Winter,Mustard,6413,635,3.6
Bagmati,Whole Year,Potato,1111,451,4.42
Bagmati,Summer (Monsoon),Mustard,8164,749,4.04
Lumbini,Summer (Monsoon),Millet,903,811,2.99
Karnali,Winter,Mustard,8485,99,4.25
Bagmati,Whole Year,Rice,8084,340,4.11
Madhesh,Summer (Monsoon),Maize,8579,821,1.98
Madhesh,Whole Year,Lentil,7338,723,0.76
Gandaki,Whole Year,Maize,6079,906,3.99
Karnali,Summer (Monsoon),Maize,2827,794,1.78
Province 1,Winter,Millet,2317,788,4.73
Karnali,Winter,Wheat,8945,759,4.44
Sudurpashchim,Whole Year,Potato,8975,982,4.38
Bagmati,Spring,Mustard,7230,289,1.09
Madhesh,Winter,Potato,5618,818,1.3
Sudurpashchim,Whole Year,Millet,6296,419,4.2
Province 1,Winter,Maize,9839,103,4.42
Karnali,Winter,Lentil,1653,486,2.23
Gandaki,Winter,Mustard,9088,285,1.7
Province 1,Whole Year,Lentil,4762,895,4.78
Province 1,Spring,Mustard,9183,13,1.17
Lumbini,Whole Year,Mustard,3924,998,3.57
Madhesh,Summer (Monsoon),Lentil,1396,939,2.33
Gandaki,Winter,Maize,6057,495,0.88
Madhesh,Summer (Monsoon),Wheat,4046,658,2.62
Province 1,Summer (Monsoon),Rice,9487,105,0.51
Madhesh,Spring,Potato,9802,125,2.68
Sudurpashchim,Summer (Monsoon),Potato,8446,842,1.42
Province 1,Summer (Monsoon),Lentil,4206,918,1.48
Sudurpashchim,Summer (Monsoon),Potato,1482,658,4.03
Gandaki,Summer (Monsoon),Wheat,3672,382,1.48
Bagmati,Whole Year,Mustard,8965,98,4.7
Lumbini,Whole Year,Wheat,4922,13,1.86
Lumbini,Whole Year,Barley,4959,540,0.67
Sudurpashchim,Summer (Monsoon),Millet,484,863,3.36
Sudurpashchim,Summer (Monsoon),Maize,6707,219,0.81
Lumbini,Winter,Mustard,4456,255,1.12
Lumbini,Whole Year,Lentil,7656,910,4.05
Karnali,Whole Year,Wheat,1718,966,3.33
Bagmati,Winter,Lentil,3960,204,2.4
Bagmati,Spring,Rice,4538,511,2.69
Province 1,Winter,Lentil,9117,333,1.48
Karnali,Winter,Millet,9200,220,3.79
Bagmati,Spring,Barley,3305,744,3.45
Madhesh,Winter,Millet,7129,507,4.02
Sudurpashchim,Summer (Monsoon),Potato,7042,22,1.57
Sudurpashchim,Whole Year,Potato,7272,848,4.36
Bagmati,Whole Year,Mustard,850,343,3.62
Karnali,Spring,Potato,2803,279,1.46
Bagmati,Winter,Lentil,4230,237,1.53
Gandaki,Spring,Mustard,9268,223,0.69
Bagmati,Winter,Millet,1175,491,1.35
Province 1,Summer (Monsoon),Potato,9083,851,2.15
Lumbini,Summer (Monsoon),Maize,1980,847,4.24
Bagmati,Whole Year,Wheat,7889,638,3.05
Gandaki,Whole Year,Potato,1087,720,3.18
Madhesh,Spring,Millet,7458,971,3.61
Lumbini,Winter,Barley,7994,27,0.72
Gandaki,Spring,Mustard,381,102,3.41
Gandaki,Whole Year,Barley,8338,72,2.4
Sudurpashchim,Whole Year,Mustard,4271,826,2.99
Lumbini,Whole Year,Wheat,1931,923,1.94
Bagmati,Whole Year,Maize,489,554,1.07
Lumbini,Winter,Rice,7211,820,3.79
Karnali,Summer (Monsoon),Barley,7878,226,1.4
Sudurpashchim,Whole Year,Barley,9784,318,3.7
Gandaki,Summer (Monsoon),Maize,2128,37,3.77
Karnali,Summer (Monsoon),Potato,582,592,4.28
Province 1,Whole Year,Mustard,3946,612,3.5
Gandaki,Winter,Lentil,2258,864,2.51
Karnali,Summer (Monsoon),Wheat,6273,934,3.34
Bagmati,Summer (Monsoon),Barley,9645,519,4.64
Madhesh,Summer (Monsoon),Wheat,1445,454,4.6
Lumbini,Spring,Maize,6936,515,2.77
Madhesh,Spring,Potato,9005,92,1.93
Lumbini,Summer (Monsoon),Maize,2821,594,0.73
Karnali,Summer (Monsoon),Wheat,3712,282,1.15
Province 1,Whole Year,Wheat,7321,487,2.13
Madhesh,Summer (Monsoon),Maize,4418,431,2.68
Gandaki,Whole Year,Mustard,6655,729,4.54
Province 1,Summer (Monsoon),Mustard,698,802,3.32
Lumbini,Summer (Monsoon),Maize,5194,606,3.9
Province 1,Whole Year,Millet,3436,628,4.04
Madhesh,Spring,Barley,2399,603,0.52
Province 1,Whole Year,Rice,4063,596,1.68
Lumbini,Summer (Monsoon),Barley,9586,770,4.89
Madhesh,Whole Year,Maize,6054,30,0.73
Madhesh,Summer (Monsoon),Mustard,3319,187,4.4
Lumbini,Winter,Potato,4957,157,0.51
Province 1,Summer (Monsoon),Rice,2184,691,3.3
Sudurpashchim,Whole Year,Barley,5866,816,2.64
Province 1,Summer (Monsoon),Mustard,7299,707,3.73
Karnali,Whole Year,Rice,1431,775,3.41
Bagmati,Whole Year,Rice,9536,673,4.33
Karnali,Spring,Potato,7628,950,3.41
Karnali,Winter,Wheat,9527,476,2.31
Bagmati,Winter,Rice,7676,892,4.13
Sudurpashchim,Whole Year,Wheat,6392,334,2.84
Province 1,Spring,Barley,7431,524,4.56
Sudurpashchim,Whole Year,Lentil,7606,973,4.29
Lumbini,Winter,Rice,169,454,2.13
Sudurpashchim,Winter,Mustard,7367,842,4.88
Sudurpashchim,Whole Year,Millet,6134,359,0.54
Bagmati,Spring,Millet,5871,373,3.7
Karnali,Winter,Potato,6068,284,1.88
Lumbini,Winter,Maize,3698,249,3.07
Province 1,Summer (Monsoon),Barley,1207,770,2.68
Karnali,Summer (Monsoon),Millet,541,215,0.92
Gandaki,Spring,Mustard,9731,590,3.29
Sudurpashchim,Winter,Potato,3990,404,3.98
Gandaki,Whole Year,Rice,327,140,1.89
Bagmati,Whole Year,Maize,2849,382,2.87
Lumbini,Summer (Monsoon),Maize,3394,824,3.17
Madhesh,Winter,Millet,9307,779,0.79
Bagmati,Whole Year,Barley,132,308,3.98
Bagmati,Summer (Monsoon),Barley,8100,61,1.57
Gandaki,Summer (Monsoon),Potato,9523,669,1.47
Madhesh,Summer (Monsoon),Potato,6557,509,3.89
Bagmati,Summer (Monsoon),Mustard,5227,687,3.8
Bagmati,Summer (Monsoon),Maize,4597,467,1.05
Bagmati,Winter,Mustard,2441,520,0.83
Sudurpashchim,Whole Year,Millet,594,161,0.71
Karnali,Spring,Rice,4599,289,0.99
Bagmati,Winter,Mustard,8214,254,2.03
Lumbini,Whole Year,Maize,5138,830,4.95
Province 1,Winter,Millet,2581,723,0.9
Province 1,Summer (Monsoon),Millet,2229,787,4.79
Gandaki,Whole Year,Mustard,1996,973,3.03
Gandaki,Whole Year,Rice,471,582,4.64
Sudurpashchim,Winter,Wheat,1334,80,1.84
Madhesh,Spring,Mustard,1772,25,4.02
Madhesh,Summer (Monsoon),Maize,4657,809,2.84
Gandaki,Summer (Monsoon),Barley,7646,451,3.56
Province 1,Summer (Monsoon),Lentil,7902,154,4.78
Madhesh,Summer (Monsoon),Millet,3533,577,4.13
Sudurpashchim,Winter,Lentil,9734,357,3.37
Lumbini,Winter,Mustard,4458,276,4.41
Karnali,Winter,Millet,7079,167,2.68
Bagmati,Spring,Lentil,4741,834,3.07
Madhesh,Whole Year,Millet,7992,610,1.87
Lumbini,Whole Year,Mustard,4126,579,2.59
Bagmati,Whole Year,Rice,3733,988,4.58
Karnali,Winter,Millet,855,284,4.71
Gandaki,Winter,Maize,2254,692,1.39
Madhesh,Summer (Monsoon),Potato,4230,434,2.22
Province 1,Winter,Rice,1837,615,0.5
Sudurpashchim,Summer (Monsoon),Rice,6617,234,2.02
Madhesh,Winter,Wheat,7738,984,3.7
Sudurpashchim,Summer (Monsoon),Barley,7699,515,3.57
Lumbini,Winter,Maize,5675,88,2.4
Sudurpashchim,Summer (Monsoon),Mustard,2812,496,3.26
Karnali,Whole Year,Mustard,6155,250,3.2
Province 1,Winter,Potato,5736,704,3.31
Gandaki,Summer (Monsoon),Mustard,1278,662,2.26
Madhesh,Winter,Lentil,6410,711,4.54
Karnali,Spring,Rice,1541,194,1.53
Madhesh,Whole Year,Millet,8215,205,0.74
Karnali,Summer (Monsoon),Rice,6624,71,2.08
Karnali,Winter,Maize,7573,676,3.03
Madhesh,Spring,Wheat,370,335,3.22
Lumbini,Spring,Wheat,918,629,2.3
Lumbini,Summer (Monsoon),Potato,4743,655,1.9
Bagmati,Summer (Monsoon),Lentil,495,925,3.49
Sudurpashchim,Winter,Potato,2578,738,0.74
Sudurpashchim,Whole Year,Potato,442,556,4.39
Madhesh,Summer (Monsoon),Millet,5702,994,1.89
Bagmati,Winter,Wheat,5024,414,4.39
Lumbini,Whole Year,Wheat,9965,807,3.11
Gandaki,Spring,Lentil,5185,446,3.36
Lumbini,Whole Year,Maize,7279,719,4.33
Karnali,Winter,Rice,7648,804,4.11
Madhesh,Spring,Potato,7892,637,4.48
Gandaki,Whole Year,Wheat,5052,486,1.45
Sudurpashchim,Spring,Barley,9191,842,3.65
Bagmati,Spring,Potato,8159,682,4.63
Lumbini,Summer (Monsoon),Rice,4330,977,3.04
Bagmati,Summer (Monsoon),Lentil,5512,693,4.84
Bagmati,Whole Year,Barley,6149,463,2.83
Lumbini,Summer (Monsoon),Lentil,240,818,2.62
Gandaki,Winter,Potato,6438,17,2.8
Sudurpashchim,Summer (Monsoon),Potato,8248,202,1.36
Sudurpashchim,Whole Year,Millet,6016,317,2.5
Madhesh,Winter,Maize,9077,48,1.12
Bagmati,Spring,Potato,4810,218,0.65
Sudurpashchim,Spring,Lentil,9250,408,1.05
Gandaki,Whole Year,Maize,4525,838,1.38
Gandaki,Winter,Barley,6548,396,2.29
Madhesh,Winter,Maize,6413,117,4.82
Karnali,Winter,Rice,2950,979,4.05
Sudurpashchim,Summer (Monsoon),Potato,7502,123,3.51
Karnali,Summer (Monsoon),Millet,9813,472,0.72
Gandaki,Winter,Potato,7562,879,0.94
Bagmati,Summer (Monsoon),Wheat,2375,401,0.71
Gandaki,Summer (Monsoon),Lentil,3890,787,3.99
Gandaki,Winter,Lentil,4198,420,2.83
Province 1,Spring,Millet,4465,458,3.02
Gandaki,Winter,Potato,5023,40,4.16
Sudurpashchim,Whole Year,Wheat,3637,557,3.63
Sudurpashchim,Summer (Monsoon),Wheat,7316,364,2.28
Sudurpashchim,Winter,Rice,2403,218,4.3
Gandaki,Summer (Monsoon),Millet,8068,789,4.19
Bagmati,Whole Year,Millet,8688,177,4.46
Gandaki,Spring,Rice,418,123,2.11
Karnali,Spring,Millet,5705,278,1.92
Bagmati,Whole Year,Wheat,7310,666,0.97
Gandaki,Spring,Barley,9225,993,3.89
Gandaki,Winter,Mustard,5738,874,1.38
Madhesh,Summer (Monsoon),Wheat,8071,358,3.4
Province 1,Spring,Maize,3488,417,1.86
Province 1,Spring,Maize,8501,368,4.13
Lumbini,Winter,Potato,8044,101,1.55
Karnali,Winter,Potato,2292,150,1.2
Bagmati,Spring,Potato,3976,312,1.39
Lumbini,Winter,Millet,9451,533,3.2
Lumbini,Summer (Monsoon),Potato,9563,359,1.03
Province 1,Winter,Mustard,9131,321,1.31
Bagmati,Winter,Potato,4948,962,0.79
Madhesh,Whole Year,Wheat,4567,814,3.28
Bagmati,Winter,Mustard,375,559,4.17
Lumbini,Spring,Wheat,1156,947,0.92
Karnali,Whole Year,Mustard,9186,460,4.52
Karnali,Winter,Lentil,9163,334,2.84
Sudurpashchim,Winter,Lentil,262,515,1.51
Madhesh,Whole Year,Millet,9365,969,1.45
Lumbini,Spring,Barley,959,62,2.88
Karnali,Whole Year,Rice,2892,228,3.51
Bagmati,Winter,Maize,1509,967,1.37
Gandaki,Winter,Barley,793,892,2.68
Sudurpashchim,Whole Year,Barley,7385,189,2.92
Madhesh,Whole Year,Barley,4939,984,4.9
Madhesh,Winter,Wheat,9242,485,1.78
Province 1,Whole Year,Barley,9467,886,0.96
Gandaki,Whole Year,Millet,7212,597,0.65
Sudurpashchim,Summer (Monsoon),Maize,3264,21,4.35
Bagmati,Summer (Monsoon),Lentil,9392,725,1.73
Province 1,Spring,Barley,1741,674,2.19
Province 1,Summer (Monsoon),Rice,8504,368,3.37
Sudurpashchim,Whole Year,Mustard,1284,455,2.63
Province 1,Winter,Wheat,5281,304,3.63
Province 1,Whole Year,Potato,2657,76,0.78
Gandaki,Winter,Wheat,4491,180,0.99
Bagmati,Whole Year,Barley,2886,824,2.94
Lumbini,Whole Year,Maize,1619,696,3.96
Province 1,Whole Year,Wheat,3048,904,4.77
Gandaki,Whole Year,Wheat,3286,5,3.99
Sudurpashchim,Whole Year,Barley,6752,329,2.01
Bagmati,Spring,Lentil,1790,229,3.13
Lumbini,Whole Year,Wheat,7612,93,2.88
Province 1,Summer (Monsoon),Maize,5554,738,4.74
Sudurpashchim,Whole Year,Rice,7213,499,4.6
Sudurpashchim,Spring,Rice,6988,316,3.65
Bagmati,Winter,Mustard,6938,950,1.2
Karnali,Winter,Lentil,6796,446,4.48
Sudurpashchim,Spring,Mustard,7016,368,1.46
Province 1,Summer (Monsoon),Millet,5562,465,2.72
Lumbini,Summer (Monsoon),Mustard,1662,123,4.78
Karnali,Winter,Lentil,908,829,3.78
Karnali,Winter,Rice,3545,110,1.29
Province 1,Whole Year,Barley,2530,451,1.28
Bagmati,Summer (Monsoon),Lentil,9419,3,0.74
Bagmati,Summer (Monsoon),Maize,4985,478,3.83
Province 1,Summer (Monsoon),Millet,5542,953,1.19
Province 1,Whole Year,Mustard,8483,559,4.17
Province 1,Spring,Maize,899,95,1.71
Sudurpashchim,Summer (Monsoon),Rice,7608,819,0.76
Madhesh,Spring,Potato,7574,260,1.0
Gandaki,Summer (Monsoon),Maize,1333,200,3.4
Karnali,Winter,Millet,6153,753,1.14
Province 1,Summer (Monsoon),Rice,7004,223,3.14
Bagmati,Whole Year,Rice,2957,792,3.61
Madhesh,Spring,Maize,558,913,2.3
Karnali,Winter,Barley,1450,671,2.09
Bagmati,Whole Year,Potato,8761,444,1.05
Province 1,Whole Year,Potato,5921,766,4.54
Lumbini,Winter,Mustard,643,781,3.12
Bagmati,Summer (Monsoon),Mustard,1663,730,0.68
Bagmati,Summer (Monsoon),Barley,806,602,3.92
Bagmati,Winter,Wheat,6327,410,2.15
Gandaki,Winter,Wheat,7955,239,4.53
Lumbini,Winter,Rice,4164,223,2.63
Gandaki,Winter,Mustard,3775,18,1.29
Karnali,Spring,Mustard,5786,735,2.09
Madhesh,Spring,Rice,2141,912,3.79
Lumbini,Summer (Monsoon),Rice,4986,141,3.64
Province 1,Summer (Monsoon),Maize,132,940,3.06
Bagmati,Summer (Monsoon),Maize,161,688,4.1
Province 1,Summer (Monsoon),Millet,7790,879,1.66
Madhesh,Spring,Mustard,6813,557,2.21
Lumbini,Summer (Monsoon),Potato,1711,773,1.9
Bagmati,Summer (Monsoon),Wheat,8768,213,3.37
Lumbini,Summer (Monsoon),Maize,2665,202,2.62
Sudurpashchim,Summer (Monsoon),Mustard,3476,182,0.97
Bagmati,Whole Year,Millet,4053,428,4.66
Gandaki,Winter,Rice,6359,259,4.3
Sudurpashchim,Winter,Millet,9787,578,0.81
Sudurpashchim,Whole Year,Rice,3713,612,1.53
Bagmati,Spring,Lentil,8909,352,0.96
Sudurpashchim,Summer (Monsoon),Maize,7064,114,3.26
Bagmati,Whole Year,Maize,5450,519,2.71
Province 1,Spring,Lentil,4645,629,2.84
Lumbini,Winter,Barley,5446,652,3.79
Gandaki,Summer (Monsoon),Millet,6526,127,2.4
Lumbini,Spring,Potato,7903,333,1.99
Bagmati,Winter,Wheat,784,527,4.98
Sudurpashchim,Whole Year,Mustard,6337,912,3.43
Karnali,Summer (Monsoon),Barley,8044,549,3.47
Lumbini,Winter,Potato,484,265,0.99
Sudurpashchim,Whole Year,Mustard,3049,930,2.46
Madhesh,Winter,Mustard,9149,643,0.89
Sudurpashchim,Summer (Monsoon),Maize,3408,377,3.41
Lumbini,Winter,Millet,6074,365,3.73
Gandaki,Whole Year,Maize,6443,961,3.63
Karnali,Summer (Monsoon),Lentil,5392,732,1.18
Gandaki,Winter,Millet,8358,126,4.35
Gandaki,Whole Year,Lentil,9114,599,0.6
Madhesh,Summer (Monsoon),Barley,5165,542,1.56
Gandaki,Summer (Monsoon),Mustard,7554,88,0.54
Karnali,Spring,Millet,4160,2,3.28
Lumbini,Summer (Monsoon),Millet,1453,561,2.38
Province 1,Whole Year,Maize,8481,725,4.82
Madhesh,Summer (Monsoon),Barley,8660,798,1.79
Bagmati,Spring,Maize,5453,982,2.42
Province 1,Winter,Barley,8334,835,1.72
Gandaki,Winter,Wheat,9666,184,2.78
Madhesh,Summer (Monsoon),Rice,7610,811,4.59
Madhesh,Summer (Monsoon),Rice,503,400,2.02
Lumbini,Winter,Wheat,4910,401,1.45
Bagmati,Spring,Millet,8790,747,4.86
Bagmati,Whole Year,Rice,1752,328,3.18
Sudurpashchim,Spring,Lentil,7762,49,1.54
Gandaki,Winter,Millet,7928,827,4.59
Gandaki,Summer (Monsoon),Lentil,8166,737,0.75
Gandaki,Spring,Mustard,7084,599,4.57
Gandaki,Summer (Monsoon),Millet,8656,665,0.82
Province 1,Spring,Maize,9799,426,2.12
Karnali,Summer (Monsoon),Potato,4664,492,4.3
Sudurpashchim,Winter,Mustard,3011,750,4.5
Sudurpashchim,Whole Year,Lentil,5750,67,1.85
Gandaki,Whole Year,Mustard,1600,38,2.89
Bagmati,Summer (Monsoon),Mustard,2407,833,0.94
